BFD	RA	Dec	Diameter	mag	HD	HIP	Name
k Per	3.092336667	56.70571667		4.77	18970	14382	
53 Ari	3.123798333	17.87999167		6.13	19374	14514	
54 Ari	3.139197222	18.79505278		6.24	19460	14586	
iot Per	3.151116667	49.61328333		4.05	19373	14632	
27 kap Per	3.158270556	44.85754167		3.79	19476	14668	Misam
55 Ari	3.160206111	29.07708611		5.74	19548	14677	
28 ome Per	3.188161389	39.61158889		4.61	19656	14817	Gorgonea Quarta
57 del Ari	3.193824167	19.726675		4.35	19787	14838	Botein
alf For	3.201192778	-28.98900556		3.8	20010	14879	
56 Ari	3.203957222	27.25696944		5.78	19832	14893	
g Tau	3.207323611	6.660880556		5.55	19926	14915	
94 Cet	3.212898889	-1.196102778		5.07	19994	14954	
58 zet Ari	3.248360278	21.04445		4.87	20150	15110	
13 zet Eri	3.263895556	-8.819733333		4.8	20320	15197	Zibal
iot Hyi	3.2660175	-77.38845		5.51	21024	15201	
14 Eri	3.276600833	-9.154638889		6.14	20395	15244	
zet01 Ret	3.296156111	-62.57534444		5.53	20766	15330	
30 Per	3.296487222	44.025025		5.49	20315	15338	
zet02 Ret	3.303120278	-62.50785833		5.24	20807	15371	
15 Eri	3.306139722	-22.51111389		4.86	20610	15382	
95 Cet	3.306229722	0		5.62	20559	15383	
29 Per	3.310483611	50.22217222		5.16	20365	15404	
31 Per	3.318788333	50.09496389		5.05	20418	15444	
96 kap Cet	3.322693611	3.370194444		4.84	20630	15457	
16 tau04 Eri	3.325278333	-21.75786389		3.7	20720	15474	
82 e Eri	3.332125278	-43.06979444		4.26	20794	15510	
59 Ari	3.332165556	27.07113611		5.91	20618	15514	
60 Ari	3.3404375	25.66275		6.14	20663	15557	
97 Cet	3.351889722	3.675625		5.7	20791	15619	
61 tau Ari	3.353785278	21.14708056		5.27	20756	15627	
32 l Per	3.357377222	43.32965278		4.96	20677	15648	
62 Ari	3.369970556	27.60755		5.55	20825	15696	
63 Ari	3.379233889	20.74206667		5.1	20893	15737	
64 Ari	3.405131944	24.72406944		5.5	21017	15861	
65 Ari	3.407254722	20.80348889		6.07	21050	15870	
1 omi Tau	3.413555278	9.028877778		3.61	21120	15900	
chi01 For	3.432178056	-35.92088611		6.39	21423	15987	
2 ksi Tau	3.452811667	9.732769444		3.73	21364	16083	
chi02 For	3.459284167	-35.681325		5.71	21574	16112	
chi03 For	3.469869167	-35.85342222		6.49	21635	16156	
66 Ari	3.474047222	22.804025		6.03	21467	16181	
34 Per	3.489472778	49.50876111		4.67	21428	16244	
kap Ret	3.489632222	-62.93753056		4.71	22001	16245	
4 s Tau	3.506796944	11.33644167		5.14	21686	16322	
35 sig Per	3.509579167	47.99521389		4.36	21552	16335	
17 v Eri	3.510291667	-5.075161111		4.74	21790	16341	
5 f Tau	3.514549444	12.93667778		4.14	21754	16369	
36 Per	3.5406275	46.05686389		5.3	21770	16499	
6 t Tau	3.543319167	9.373441667		5.76	21933	16511	
18 eps Eri	3.548845556	-9.458263889		3.72	22049	16537	
19 tau05 Eri	3.563124722	-21.63281944		4.26	22203	16611	
7 Tau	3.574063333	24.46450278		5.95	22091	16664	
20 Eri	3.604836111	-17.46706667		5.24	22470	16803	
37 psi Per	3.608160556	48.19263056		4.32	22192	16826	
10 Tau	3.614550833	0		4.29	22484	16852	
9 Tau	3.616118333	23.21107222		6.72	22374	16859	
y Eri	3.618242222	-40.27457222		4.57	22663	16870	
tau For	3.646575833	-27.94305278		6.01	22789	17007	
21 Eri	3.650310278	-5.626205556		5.97	22713	17027	
12 Tau	3.664200556	3.056861111		5.55	22796	17103	
22 Eri	3.677314722	-5.210708333		5.53	22920	17167	
11 Tau	3.679530556	25.32949167		6.11	22805	17181	
del For	3.704139444	-31.93836111		4.99	23227	17304	
13 Tau	3.705263333	19.70025556		5.68	23016	17309	
40 o Per	3.706290556	33.96502778		4.97	22951	17313	
h Eri	3.713904167	-37.31352222		4.59	23319	17351	
39 del Per	3.715411944	47.78764722		3.01	22928	17358	
23 del Eri	3.720805833	-9.763419444		3.52	23249	17378	Rana
14 Tau	3.729781389	19.66503333		6.13	23183	17408	
bet Ret	3.736661111	-64.80689444		3.84	23817	17440	
38 omi Per	3.738648056	32.28824167		3.84	23180	17448	Atik
24 Eri	3.741808333	-1.163091667		5.24	23363	17457	
16 Tau	3.746726111	24.28947222		5.45	23288	17489	Celaeno
17 Tau	3.747923611	24.11344722		3.72	23302	17499	Electra
25 Eri	3.749026944	0		5.56	23413	17506	
18 Tau	3.752705278	24.83926389		5.66	23324	17527	
41 nu. Per	3.753230833	42.57855		3.77	23230	17529	
19 q Tau	3.753470833	24.46727222		4.3	23338	17531	Taygeta
29 u Tau	3.761234167	6.049994444		5.34	23466	17563	
20 Tau	3.763779722	24.36775556		3.87	23408	17573	Maia
21 Tau	3.7651325	24.55451389		5.76	23432	17579	Asterope
22 Tau	3.767472222	24.5279		6.43	23441	17588	Sterope II
26 pi. Eri	3.769037778	-12.10159722		4.43	23614	17593	
23 Tau	3.772103611	23.94835278		4.14	23480	17608	Merope
sig For	3.774285556	-29.33816111		5.91	23738	17618	
27 tau06 Eri	3.780802222	-23.24975556		4.22	23754	17651	
gam Hyi	3.787316944	-74.23896389		3.26	24512	17678	
25 eta Tau	3.791406944	24.10523889		2.85	23630	17702	Alcyone
28 tau07 Eri	3.794347778	-23.874675		5.24	23878	17717	
rho For	3.798900556	-30.16788889		5.52	23940	17738	
30 e Tau	3.804518333	11.14330278		5.08	23793	17771	
f Eri	3.809966667	-37.62015556		4.3	24071	17797	
26 Tau	3.815816944	23.85713056		6.47	23822	17832	
27 Tau	3.819373056	24.05341667		3.62	23850	17847	Atlas
28 Tau	3.8197825	24.13671389		5.05	23862	17851	Pleione
g Eri	3.824234444	-36.20024444		4.17	24160	17874	
42 n Per	3.825746944	33.09138889		5.14	23848	17886	
gam Cam	3.839308056	71.33226389		4.59	23401	17959	
31 Tau	3.866728333	6.534833333		5.66	24263	18089	
30 Eri	3.878236944	-5.361247222		5.48	24388	18141	
i Eri	3.894151667	-34.7323		5.11	24626	18213	
33 tau08 Eri	3.895195556	-24.612225		4.64	24587	18216	
44 zet Per	3.902200556	31.88363889		2.84	24398	18246	
32 w Eri	3.9048575	-2.954736111		6.14	24554	18255	
X Per	3.923077222	31.04584444		6.79	24534	18350	
43 A Per	3.943478056	50.69538056		5.28	24546	18453	
32 Tau	3.947798889	22.47798611		5.62	24740	18471	
33 Tau	3.951057778	23.17555556		6.05	24769	18485	
45 eps Per	3.964228333	40.01026944		2.9	24760	18532	
34 gam Eri	3.9671575	-13.50851111		2.97	25025	18543	Zaurak
del Ret	3.979096944	-61.40018333		4.56	25422	18597	
46 ksi Per	3.98275	35.79103333		3.98	24912	18614	Menkib
36 tau09 Eri	3.998743333	-24.01625556		4.62	25267	18673	
35 lam Tau	4.011337778	12.49035		3.41	25204	18724	
gam Ret	4.014946389	-62.15927778		4.48	25705	18744	
iot Ret	4.021708333	-61.07882222		4.97	25728	18772	
35 Eri	4.025569444	-1.549658333		5.28	25340	18788	
38 nu. Tau	4.052605556	5.989305556		3.91	25490	18907	
40 Tau	4.062390556	5.435622222		5.32	25558	18957	
36 Tau	4.072686944	24.10599167		5.46	25555	19009	
37 A01 Tau	4.078254722	22.08193056		4.36	25604	19038	
39 A02 Tau	4.088960833	22.00890833		5.9	25680	19076	
47 lam Per	4.109731944	50.35124444		4.25	25642	19167	
41 Tau	4.110114444	27.59990833		5.18	25823	19171	
42 psi Tau	4.116793333	29.00130278		5.21	25867	19205	
49 Per	4.137608056	37.72751944		6.07	25975	19302	
50 Per	4.143505	38.03976389		5.52	25998	19335	
48 c Per	4.144353889	47.71259167		3.96	25940	19343	
43 Tau	4.152768333	19.60921667		5.51	26162	19388	
37 Eri	4.172922778	-6.923852778		5.44	26409	19483	
44 p Tau	4.180516667	26.48095556		5.39	26322	19513	
del Hor	4.1807175	-41.99357778		4.93	26612	19515	
45 Tau	4.188967222	5.523047222		5.71	26462	19554	
38 omi01 Eri	4.197761111	-6.837583333		4.04	26574	19587	Beid
46 Tau	4.2258625	7.71605		5.29	26690	19719	
47 Tau	4.232329167	9.263811111		4.84	26722	19740	
alf Hor	4.233365	-42.294375		3.85	26967	19747	
39 A Eri	4.239913056	-10.25626944		4.87	26846	19777	
alf Ret	4.240412222	-62.47386111		3.33	27256	19780	
52 f Per	4.248143333	40.48365833		4.67	26673	19811	
51 mu. Per	4.248295	48.40933056		4.12	26630	19812	
40 omi02 Eri	4.254882222	-7.644866667		4.43	26965	19849	Keid
49 mu. Tau	4.258905	8.892358333		4.27	26912	19860	
48 Tau	4.262856667	15.40069444		6.31	26911	19877	
gam Dor	4.2671075	-51.48664167		4.26	27290	19893	
eps Ret	4.27473	-59.30216111		4.44	27442	19921	
50 ome Tau	4.287683611	20.5786		4.93	27045	19990	
the Ret	4.29452	-63.25546944		5.88	27657	20020	
41 ups04 Eri	4.298227778	-33.79833056		3.55	27376	20042	
del Men	4.299797778	-80.21403056		5.67	28525	20049	
b Per	4.304060556	50.29550278		4.6	26961	20070	
51 Tau	4.306445556	21.57929167		5.64	27176	20087	
53 Tau	4.323915833	21.14231389		5.5	27295	20171	
56 Tau	4.326862778	21.77349444		5.34	27309	20186	
54 gam Tau	4.32989	15.62764444		3.65	27371	20205	Hyadum I
55 Tau	4.331904722	16.52261111		6.85	27383	20215	
57 h Tau	4.332695833	14.03520556		5.58	27397	20219	
b02 Per	4.336531389	50.92093611		5.55	27192	20234	
52 phi Tau	4.339226667	27.35075833		4.97	27382	20250	
54 Per	4.3401775	34.566725		4.93	27348	20252	
58 Tau	4.343419444	15.09545278		5.26	27459	20261	
d Eri	4.345231667	-7.592494444		5.85	27563	20271	
nu. Men	4.349463889	-81.57991667		5.78	29116	20297	
53 d Per	4.359212778	46.49888611		4.8	27396	20354	
eta Ret	4.3648125	-63.38639167		5.24	28093	20384	
60 Tau	4.367643889	14.07719722		5.72	27628	20400	
59 chi Tau	4.376373056	25.62931667		5.38	27638	20430	
61 del Tau	4.382248056	17.54251944		3.77	27697	20455	Hyadum II
63 Tau	4.390295278	16.77726667		5.64	27749	20484	
42 ksi Eri	4.394681111	-3.745472222		5.17	27861	20507	
66 r Tau	4.397729167	9.460966667		5.1	27820	20522	
62 Tau	4.399934167	24.301		6.34	27778	20533	
43 d Eri	4.400615556	-34.01685		3.97	28028	20535	
64 Tau	4.4016	17.44413889		4.8	27819	20542	
55 Per	4.408098889	34.13076389		5.73	27777	20579	
56 Per	4.410404722	33.95971944		5.77	27786	20591	
65 kap Tau	4.422824167	22.29387778		4.21	27934	20635	
67 Tau	4.423615556	22.20000833		5.27	27946	20641	
68 Tau	4.42483	17.92790833		4.3	27962	20648	
70 Tau	4.4270325	15.94102222		6.44	27991	20661	
69 ups Tau	4.4384625	22.81358333		4.28	28024	20711	
71 Tau	4.439094167	15.61828611		4.48	28052	20713	
73 pi. Tau	4.443436944	14.71379167		4.69	28100	20732	
72 Tau	4.454846667	22.99633333		5.53	28149	20789	
76 Tau	4.473166667	14.74098056		5.9	28294	20873	
75 Tau	4.473991389	16.35967778		4.96	28292	20877	
44 Eri	4.475588889	1.380825		5.53	28375	20884	
77 the01 Tau	4.476249444	15.96216111		3.84	28307	20885	
74 eps Tau	4.476944167	19.18043611		3.53	28305	20889	Ain
78 the02 Tau	4.477705833	15.87088611		3.4	28319	20894	
79 b Tau	4.480601111	13.04760556		5.02	28355	20901	
80 Tau	4.502388611	15.63783333		5.58	28485	20995	
83 Tau	4.510378889	13.72440556		5.4	28556	21036	
81 Tau	4.510802778	15.69187778		5.47	28546	21039	
del Cae	4.513916667	-44.95375278		5.07	28873	21060	
84 Tau	4.518664167	15.10504167		6.28	28595	21082	
85 Tau	4.531043889	15.85156389		6.01	28677	21137	
45 Eri	4.531296389	0		4.91	28749	21139	
1 Cam	4.533845833	53.91084167		5.78	28446	21148	
57 m Per	4.556917778	43.06388889		6.09	28704	21242	
50 ups01 Eri	4.558486944	-29.76649722		4.49	29085	21248	
86 rho Tau	4.564143889	14.84442778		4.65	28910	21273	
46 Eri	4.565202222	-6.738911111		5.71	29009	21278	
alf Dor	4.566590278	-55.04502222		3.3	29305	21281	
47 Eri	4.569896944	-8.231352778		5.2	29064	21296	
52 ups02 Eri	4.592510833	-30.56233611		3.81	29291	21393	Theemim
88 d Tau	4.59424	10.1608		4.25	29140	21402	
48 nu. Eri	4.605316944	-3.352447222		3.93	29248	21444	
58 e Per	4.611508333	41.26481667		4.25	29094	21476	
R Dor	4.612665	-62.07715833		5.59	29712	21479	
49 Eri	4.620464722	0		5.32	29335	21515	
51 c Eri	4.626703333	-2.473536111		5.22	29391	21547	
89 Tau	4.635953056	16.03333056		5.78	29375	21588	
90 c01 Tau	4.635961667	12.51083889		4.27	29388	21589	
53 l Eri	4.636340278	-14.30398333		3.86	29503	21594	Sceptrum
91 sig01 Tau	4.652560833	15.79986944		5.08	29479	21673	
92 sig02 Tau	4.654584167	15.91798056		4.67	29488	21683	
3 Cam	4.665189167	53.07953611		5.07	29317	21727	
2 Cam	4.666120556	53.47321667		5.36	29316	21730	
93 Tau	4.667615833	12.19760556		5.45	29589	21735	
54 Eri	4.674030278	-19.67148333		4.32	29755	21763	
alf Cae	4.676031389	-41.86375278		4.44	29875	21770	
bet Cae	4.700966667	-37.14428889		5.04	29992	21861	
94 tau Tau	4.704083889	22.95694167		4.27	29763	21881	
lam Pic	4.712895278	-50.48133333		5.3	30185	21914	
59 Per	4.715091944	43.36513889		5.3	29722	21928	
mu. Men	4.717767222	-70.93102778		5.53	30612	21949	
95 Tau	4.720488056	24.08891944		6.18	29859	21961	
55 Eri	4.726435	-8.796222222		5.98	30020	21986	
lam Cae	4.728964722	-41.06478611		6.24	30202	21998	
56 Eri	4.734811111	-8.503572222		5.78	30076	22024	
kap Dor	4.739209444	-59.73273611		5.28	30478	22040	
57 mu. Eri	4.758372778	-3.254625		4.01	30211	22109	
58 Eri	4.793414167	-16.93445278		5.49	30495	22263	
zet Cae	4.797104722	-30.02036944		6.35	30608	22280	
4 Cam	4.800074722	56.75718056		5.29	30121	22287	
59 Eri	4.809037222	-16.32948333		5.76	30606	22325	
96 Tau	4.828911389	15.904225		6.09	30605	22441	
1 pi.03 Ori	4.830669444	6.961275		3.19	30652	22449	Tabit
1 Aur	4.831843889	37.488275		4.89	30504	22453	
60 Eri	4.83656	-16.21715556		5.03	30814	22479	
nu. Cae	4.837828056	-41.32084722		6.06	30985	22488	
2 pi.02 Ori	4.843533611	8.900183333		4.35	30739	22509	
iot Pic	4.848696667	-53.46151667		5.58	31203	22531	
iot Pic	4.8490275	-53.45970833		6.42	31204	22534	
3 pi.04 Ori	4.853434444	5.605102778		3.68	30836	22549	
97 i Tau	4.856239167	18.83986944		5.08	30780	22565	
4 omi01 Ori	4.875545556	14.25065		4.71	30959	22667	
2 Aur	4.877216944	36.70318333		4.79	30834	22678	
61 ome Eri	4.881574722	-5.4527		4.36	31109	22701	
5 Ori	4.889658889	2.508225		5.33	31139	22730	
9 alf Cam	4.900836389	66.34266111		4.26	30614	22783	
8 pi.05 Ori	4.904193333	2.440672222		3.71	31237	22797	
6 g Ori	4.913026667	11.42601389		5.18	31283	22833	
7 pi.01 Ori	4.914924444	10.15085556		4.64	31295	22845	
5 Cam	4.917538889	55.25912778		5.52	30958	22854	
eta Men	4.919778333	-74.93685556		5.47	32440	22871	
R Eri	4.921846944	-16.41774722		5.71	31444	22881	
9 omi02 Ori	4.939520833	13.51447222		4.06	31421	22957	
62 b Eri	4.940052222	-5.171355556		5.5	31512	22958	
3 iot Aur	4.949893889	33.16609167		2.69	31398	23015	Hassaleh
7 Cam	4.954777778	53.75210278		4.43	31278	23040	
99 Tau	4.963513056	23.94855556		5.79	31553	23068	
98 k Tau	4.969275833	25.05040556		5.79	31592	23088	
10 pi.06 Ori	4.975805833	1.714016667		4.47	31767	23123	
ksi Men	4.980823889	-82.47051389		5.84	34172	23148	
4 Aur	4.987613889	37.89025		4.93	31647	23179	
101 Tau	4.995645278	15.91673611		6.75	31845	23214	
8 Cam	4.9962025	53.15545278		6.09	31579	23216	
63 Eri	4.997348333	-10.26331111		5.39	32008	23221	
64 S Eri	4.998815833	-12.53741389		4.78	32045	23231	
5 Aur	5.005095	39.39470278		5.95	31761	23261	
6 Aur	5.006448889	39.65464722		6.46	31780	23268	
65 psi Eri	5.023984444	-7.173966667		4.8	32249	23364	
7 eps Aur	5.032815556	43.82331389		3.03	31964	23416	Almaaz
8 zet Aur	5.041302222	41.07583889		3.69	32068	23453	Hoedus I
bet Men	5.045276667	-71.3143		5.3	33285	23467	
1 Lep	5.045828333	-22.79505278		5.74	32503	23474	
eta01 Pic	5.046857222	-49.15140556		5.37	32743	23482	
102 iot Tau	5.051596389	21.58996667		4.62	32301	23497	
10 bet Cam	5.056969722	60.44224444		4.03	31910	23522	
gam Cae	5.073445278	-35.482975		4.55	32831	23595	
gam Cae	5.073932222	-35.70510833		6.32	32846	23596	
11 Ori	5.0761525	15.40410833		4.65	32549	23607	
eta02 Pic	5.082781389	-49.57783611		5.05	33042	23649	
W Ori	5.089921667	1.177630556		6.1	32736	23680	
2 eps Lep	5.091018056	-22.37103611		3.19	32887	23685	
zet Dor	5.091848889	-57.47269722		4.71	33262	23693	
11 Cam	5.10235	58.97238889		5.22	32343	23734	
12 Cam	5.103371111	59.02134167		6.08	32357	23743	
10 eta Aur	5.108575278	41.23464167		3.18	32630	23767	Hoedus II
9 Aur	5.111286111	51.59772778		4.98	32537	23783	
66 Eri	5.112679722	-4.655163889		5.12	32964	23794	
104 m Tau	5.124168611	18.64505		4.91	32923	23835	
13 Ori	5.127309444	9.471822222		6.15	33021	23852	
106 l Tau	5.130111111	20.41837778		5.28	32977	23871	
67 bet Eri	5.130841944	-5.086269444		2.78	33111	23875	Cursa
14 i Ori	5.131356389	8.498472222		5.33	33054	23879	
105 Tau	5.132065556	21.70482222		5.84	32991	23883	
103 Tau	5.135173056	24.26517222		5.5	32990	23900	
68 Eri	5.145471667	-4.456213889		5.11	33256	23941	
69 lam Eri	5.15244	-8.754083333		4.25	33328	23972	
16 h Ori	5.155456111	9.829580556		5.43	33254	23983	
15 Ori	5.161655833	15.59723611		4.81	33276	24010	
3 iot Lep	5.204973333	-11.86920833		4.45	33802	24244	
5 mu. Lep	5.215520556	-16.20543333		3.29	33904	24305	
4 kap Lep	5.220521667	-12.94129444		4.36	33949	24327	
17 rho Ori	5.2215225	2.861255556		4.46	33856	24331	
11 mu. Aur	5.223810833	38.48450278		4.82	33641	24340	
14 Cam	5.225345833	62.69113333		6.49	33296	24348	
the Dor	5.229292778	-67.18525556		4.81	34649	24372	
14 Aur	5.256776389	32.68759444		5.01	33959	24504	
108 Tau	5.257682222	22.28486111		6.26	34053	24512	
18 Ori	5.267815	11.34135278		5.52	34203	24555	
AE Aur	5.271708056	34.31231389		5.99	34078	24575	
omi Col	5.291413611	-34.89521667		4.81	34642	24659	
20 tau Ori	5.293441667	-6.844405556		3.59	34503	24674	
16 Aur	5.302935833	33.37162778		4.54	34334	24727	
17 AR Aur	5.305249722	33.76736389		6.15	34364	24740	
15 lam Aur	5.318916944	40.10064444		4.69	34411	24813	
21 Ori	5.319782778	2.595813889		5.34	34658	24817	
109 n Tau	5.321278333	22.09651111		4.96	34559	24822	
zet Pic	5.322815278	-50.60595556		5.44	35072	24829	
18 Aur	5.3232625	33.98540833		6.49	34499	24832	
15 Cam	5.324405	58.11736667		6.13	34233	24836	
6 lam Lep	5.326256944	-13.17678611		4.29	34816	24845	
7 nu. Lep	5.333061944	-12.31559722		5.29	34863	24873	
19 Aur	5.333589722	33.95805833		5.05	34578	24879	
22 o Ori	5.3627075	0		4.72	35039	25044	
20 rho Aur	5.363448889	41.80458333		5.22	34759	25048	
kap Pic	5.372818889	-56.13440278		6.1	35580	25098	
23 m Ori	5.380555833	3.544447222		4.99	35149	25142	
23 m Ori	5.380842778	3.552219444		7.12	35148	25145	
22 Aur	5.389686389	28.93676389		6.45	35076	25192	
16 Cam	5.391063056	57.54452222		5.24	34787	25197	
8 Lep	5.391710556	-13.92735833		5.25	35337	25202	
110 Tau	5.393807222	16.69930278		6.09	35189	25216	
29 e Ori	5.399118889	-7.808055556		4.13	35369	25247	
111 Tau	5.407073333	17.38353611		5	35296	25278	
28 eta Ori	5.407980278	-2.397033333		3.35	35411	25281	
27 p Ori	5.408029167	0		5.07	35410	25282	
21 sig Aur	5.4108725	37.38534722		5.02	35186	25292	
25 Ori	5.412451944	1.846447222		4.89	35439	25302	
the Pic	5.412857222	-52.31625278		6.26	35860	25303	
113 Tau	5.434922778	16.70015833		6.23	35532	25410	
lam Dor	5.438685	-58.91251944		5.14	36189	25429	
30 psi Ori	5.447284722	3.095647222		4.59	35715	25473	
115 Tau	5.452803889	17.96222222		5.4	35671	25499	
114 o Tau	5.460579444	21.93696667		4.88	35708	25539	
24 phi Aur	5.460801389	34.47589444		5.08	35620	25541	
116 Tau	5.462668889	15.87405		5.52	35770	25555	
117 Tau	5.467114167	17.23913889		5.77	35802	25583	
9 bet Lep	5.470757222	-20.75924444		2.81	36079	25606	Nihal
118 Tau	5.487916389	25.15021944		5.47	35943	25695	
31 Ori	5.495550556	-1.092236111		4.71	36167	25737	
17 Cam	5.502833611	63.06721944		5.43	35583	25769	
31 Men	5.503857222	-84.78510278		6.18	39780	25776	
CK Ori	5.505534167	4.204797222		6.21	36217	25785	
32 A Ori	5.513069722	5.948122222		4.2	36267	25813	
10 Lep	5.518785278	-20.86365833		5.53	36473	25853	
eps Col	5.520209444	-35.47051944		3.86	36597	25859	
33 n01 Ori	5.520703333	3.292119444		5.46	36351	25861	
gam Men	5.531374722	-76.34098333		5.18	37763	25918	
36 ups Ori	5.532183333	-7.301541667		4.62	36512	25923	Thabit
119 CE Tau	5.536875556	18.59423889		4.32	36389	25945	
18 Cam	5.542722222	57.22106667		6.44	36066	25973	
25 chi Aur	5.545465	32.19202778		4.71	36371	25984	
11 alf Lep	5.545503889	-17.82229167		2.58	36673	25985	Arneb
28 Dor	5.549882222	-64.22752778		5.34	37297	26001	
VV Ori	5.558735556	-1.156075		5.36	36695	26063	
120 Tau	5.558786389	18.54023333		5.67	36576	26064	
bet Dor	5.560422222	-62.48982778		3.76	37350	26069	
35 Ori	5.565078889	14.30557778		5.6	36653	26093	
38 n02 Ori	5.571326389	3.766891667		5.32	36777	26126	
37 phi01 Ori	5.580343611	9.489577778		4.39	36822	26176	
39 lam Ori	5.5856325	9.934155556		3.39	36861	26207	Heka
41 the01 Ori	5.587730278	-5.387322222		4.98	37020	26220	
41 the01 Ori	5.587906389	-5.389772222		5.13	37022	26221	
41 the01 Ori	5.588126389	-5.38795		6.71	37023	26224	
43 the02 Ori	5.589694444	-5.416055556		4.98	37041	26235	
42 c Ori	5.589765833	-4.838338889		4.58	37018	26237	
44 iot Ori	5.590550278	-5.9099		2.75	37043	26241	Hatysa
121 Tau	5.590868889	24.03959444		5.37	36819	26248	
iot Men	5.593377222	-78.82083889		6.04	38602	26264	
45 Ori	5.594301111	-4.856066667		5.24	37077	26268	
40 phi02 Ori	5.615108056	9.290669444		4.09	37160	26366	
122 Tau	5.617704722	17.04033056		5.53	37147	26382	
pi. Men	5.619126389	-80.47155556		5.65	39091	26394	
19 Cam	5.620851389	64.15469444		6.15	36570	26408	
nu.01 Col	5.621248889	-27.87135		6.15	37430	26412	
123 zet Tau	5.627412222	21.14258889		2.97	37202	26451	
nu.02 Col	5.629060556	-28.68968889		5.28	37495	26460	
26 Aur	5.643913056	30.492425		5.4	37269	26536	
48 sig Ori	5.645768056	-2.600069444		3.77	37468	26549	
49 d Ori	5.648078611	-7.212827778		4.77	37507	26563	
22 Cam	5.651501389	56.36004167		7.17	37070	26587	
47 ome Ori	5.653096111	4.121463889		4.5	37490	26594	
alf Col	5.660816667	-34.07405278		2.65	37795	26634	Phakt
125 Tau	5.662277778	25.89709444		5.18	37438	26640	
126 Tau	5.688254444	16.53414444		4.84	37711	26777	
12 Lep	5.7038775	-22.37371389		5.88	38090	26865	
51 b Ori	5.707953056	1.474627778		4.9	37984	26885	
24 Cam	5.717132222	56.58151944		6.05	37601	26942	
23 Cam	5.735679722	61.47653056		6.17	37638	27046	
13 gam Lep	5.741101389	-22.44753611		3.59	38393	27072	
del Dor	5.746215833	-65.73552222		4.34	39014	27100	
27 omi Aur	5.765011111	49.82628056		5.46	38104	27196	
mu. Col	5.7666375	-32.30643889		5.18	38666	27204	
26 Cam	5.775108889	56.11557222		5.93	38091	27249	
129 Tau	5.779304722	15.82249722		6	38478	27265	
28 Cam	5.781834722	56.923925		6.79	38129	27283	
14 zet Lep	5.782596944	-14.82194722		3.55	38678	27288	
131 Tau	5.786986944	14.48831667		5.72	38545	27316	
bet Pic	5.788079722	-51.06651111		3.85	39060	27321	
130 Tau	5.79061	17.72914167		5.47	38558	27338	
133 Tau	5.795251944	13.89960556		5.28	38622	27364	
lam Men	5.796703611	-72.70225		6.54	39810	27369	
52 Ori	5.800051944	6.453897222		5.26	38710	27386	
132 Tau	5.816933056	24.56749722		4.88	38751	27468	
29 tau Aur	5.819566389	39.181075		4.51	38656	27483	
